rid,stable_id,joke,joke_cleaned,word_count,topic,topic_all_nouns,combo_key,combo_freq
6081,02339adcda85000d0899522e8bd2cef141fd8f89,"I bought some shoes from a drug dealer I don't know what they've been laced with, but I've been tripping all day.","i bought some shoes from a drug dealer i don't know what they've been laced with , but i've been tripping all day .",24,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
6344,024ba27a5be55b23b6417b07a258bacf465967a4,I bought some shoes from a drug dealer I don't know what he laced them with but I've been tripping all day.,i bought some shoes from a drug dealer i don't know what he laced them with but i've been tripping all day .,23,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
12028,04572e5cc88ee01766ce6abe356821d9abd437a2,A drug dealer sold me his shoes today I don't know what he laced them with but I was tripping all day,a drug dealer sold me his shoes today i don't know what he laced them with but i was tripping all day,22,"drug, shoe, dealer","dealer, drug, shoe","dealer, drug, shoe",183
14822,054fb1a119667e3ce86e7da32a159aa399366c56,"I bought shoes from a drug dealer. I don't know what he laced them with, but I've been tripping all day.","i bought shoes from a drug dealer . i don't know what he laced them with , but i've been tripping all day .",24,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
17867,065d37271856d37b8764b1ef4430070b73496b1b,"I bought some shoes from a drug dealer recently. I don't know what he laced them with, but I'm still tripping.","i bought some shoes from a drug dealer recently . i don't know what he laced them with , but i'm still tripping .",24,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
24968,08eae6427e691b69fab11c09c1711e525daae187,I bought shoes from a drug dealer once... I don't know what he laced them with but I've been tripping all day.,i bought shoes from a drug dealer once ...  i don't know what he laced them with but i've been tripping all day .,24,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
35062,0c7608dc5b84643ddf07cd82eec83decdf9d9478,"I bought shoes from a drug dealer.... I don't know what he laced them with, but I've been tripping all day.","i bought shoes from a drug dealer ...  i don't know what he laced them with , but i've been tripping all day .",24,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
35063,0c7608dc5b84643ddf07cd82eec83decdf9d9478,"I bought shoes from a drug dealer... I don't know what he laced them with, but i've been tripping all day.","i bought shoes from a drug dealer ...  i don't know what he laced them with , but i've been tripping all day .",24,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
38592,0dc0082a71ea07a8b8bfe23ad4c586540c7a5ea9,"I recently bought some shoes from my drug dealer... I don't know what he laced them with, but I've been tripping all day.","i recently bought some shoes from my drug dealer ...  i don't know what he laced them with , but i've been tripping all day .",26,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
49954,11bec3972b0cf3db0c5e7333623b3ecfff00efea,I bought some shoes off a drug dealer. I don't know what he laced them with but I was tripping all day.,i bought some shoes off a drug dealer . i don't know what he laced them with but i was tripping all day .,24,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
51752,125a831b6eed842eed1fbcca5935e995ccebdc9c,"I bought some shoes from a drug dealer today... I don't know what he laced them with, but I've been tripping all day.","i bought some shoes from a drug dealer today ...  i don't know what he laced them with , but i've been tripping all day .",26,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
52338,12908192ffe23de46bd502db92c83fb1df11361b,"I recently bought some shoes from a drug dealer... I don't know what he laced them with, but I've been tripping all day.","i recently bought some shoes from a drug dealer ...  i don't know what he laced them with , but i've been tripping all day .",26,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
53026,12d10fb1fc49660aff17fbd7a9f54b513c86c29f,I bought some shoes from a drug dealer — I don't know what they laced them with but I've been tripping all day,i bought some shoes from a drug dealer i don't know what they laced them with but i've been tripping all day,22,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
62665,163094be2d1c7370d57e5f5162bf726654785cab,I bought some shoes from my drug dealer... But I don't think they were laced because I've been tripping all day.,i bought some shoes from my drug dealer ...  but i don't think they were laced because i've been tripping all day .,23,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
67478,17e35149a7dbd0333f5d7cd51594d6d9e4fc8fca,"I bought my new shoes from a drug dealer, I don't know what he laced them with, but I've been tripping all day.","i bought my new shoes from a drug dealer , i don't know what he laced them with , but i've been tripping all day .",26,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
75370,1a992640ea21b99d978ac35a2e6af6635cf1c6f9,I recently bought some shoes from a drug dealer I don't know what he laced them with but i have been tripping all day,i recently bought some shoes from a drug dealer i don't know what he laced them with but i have been tripping all day,24,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
77643,1b63a55ec6f8915cfcf48402e093287810dcc1a9,"I brought some shoes from a drug dealer I don't know what they have been laced with, but I have been tripping all day","i brought some shoes from a drug dealer i don't know what they have been laced with , but i have been tripping all day",25,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
92784,20bf45e7aa0b260c4801365880fb7e7e878f0aae,"I bought some shoes from a drug dealer the other day. I'm not sure what he laced them with, but — I've been trippin' all day.","i bought some shoes from a drug dealer the other day . i'm not sure what he laced them with , but i've been trippin'all day .",27,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
93795,211f02b8f578a6bc0bff0094e4324b547e22568d,"Alright, so I bought some shoes from a drug dealer earlier today.. I shouldn't have bought those shoes because i've been tripping all day.","alright , so i bought some shoes from a drug dealer earlier today ...  i shouldn't have bought those shoes because i've been tripping all day .",27,"shoe, drug, dealer","shoe, dealer, drug","dealer, drug, shoe",183
103159,24663036e1a77b7ac811d574a989004ae38ce794,"I bought some shoes from my drug dealer Don't know what he laced them with, but I've been tripping all day","i bought some shoes from my drug dealer don't know what he laced them with , but i've been tripping all day",22,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
105899,256456c393b1725edf1b991f31778d503ca7f705,I bought shoes from a drug dealer I don't know what they were laced with but I have been tripping all day.,i bought shoes from a drug dealer i don't know what they were laced with but i have been tripping all day .,23,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
110140,26d8918baf3c490471f3f22bbc78562e1ca7e843,I bought shoes from a drug dealer today.. I don't know what he laced them with but I've been tripping all day,i bought shoes from a drug dealer today ...  i don't know what he laced them with but i've been tripping all day,23,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
116379,291136e99a365f6add3d475a6d49262a44c317bc,"I bought shoes from a drug dealer Not sure what he laced them with, but I've been tripping all day","i bought shoes from a drug dealer not sure what he laced them with , but i've been tripping all day",21,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
121839,2aed629b387fd22d0876cc8f7eafb39603cb69b4,"Bought some shoes of a drug dealer today. I don't know what he laced them with, but I've been trippin' all day.","bought some shoes of a drug dealer today . i don't know what he laced them with , but i've been trippin'all day .",24,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
127701,2cfac1136ddea97a25b910557f8d85dc20440b97,"I bought some shoes from a drug dealer today... I'm not sure what he laced them with, but I've been tripping all day.","i bought some shoes from a drug dealer today ...  i'm not sure what he laced them with , but i've been tripping all day .",26,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
131423,2e495c7f3cee5a56244cdec9ba36f6e3e29c4fe0,"I recently bought some shoes from a drug dealer. I don't know what he laced them with, but I've been tripping ever since.","i recently bought some shoes from a drug dealer . i don't know what he laced them with , but i've been tripping ever since .",26,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
131537,2e533cd6fdaee3fef382dbcc7c507aac3aaf8c02,"I bought some shoes from a drug dealer... I'm not sure what he laced them with, but I've been tripping all day.","i bought some shoes from a drug dealer ...  i'm not sure what he laced them with , but i've been tripping all day .",25,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
131865,2e7119441eaed20d309d397aca38a80a40c96f06,"I bought shoes from a drug dealer I don't know what he laced them with, but I was tripping all day","i bought shoes from a drug dealer i don't know what he laced them with , but i was tripping all day",22,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
132704,2ebdbcbf2b19259019d1b9355889d4d68b86fff2,"I bought my shoes from a drug dealer once. I don't know what he laced them with, but — I was tripping all day","i bought my shoes from a drug dealer once . i don't know what he laced them with , but i was tripping all day",25,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
134875,2f7ccd70c64a4c070ad22a39eef319b2f1cb8e3d,I bought some shoes from a drug dealer Im not sure what he laced them with but I've been trippin' all day,i bought some shoes from a drug dealer im not sure what he laced them with but i've been trippin'all day,21,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
138572,30d93018869050478967458f37c65e4524462ee8,"Never buy shoes from a drug dealer — I don't know what he laced them with, but I've been tripping all day","never buy shoes from a drug dealer i don't know what he laced them with , but i've been tripping all day",22,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
140425,317fe29df4b6219356ff59b11da650a53ea14518,I bought shoes from a drug dealer I dont know what he laced them with because I have been tripping all day,i bought shoes from a drug dealer i dont know what he laced them with because i have been tripping all day,22,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
143656,32a78cac11490bb979df3dad3a088bd266df515c,"Bought some shoes from a drug dealer... Not sure what he laced them with, but I have been trippen' all day.","bought some shoes from a drug dealer ...  not sure what he laced them with , but i have been trippen'all day .",23,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
144039,32cbfe43b7b0ad0010d6dcddee2b94f7ccc8e2f7,I bought some shoes from a drug dealer earlier I don't know what he laced them with but I've been tripping all day.,i bought some shoes from a drug dealer earlier i don't know what he laced them with but i've been tripping all day .,24,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
148475,3456f221a008af12904f5d82a90895869d6880c9,I bought some shoes from a drug dealer the other day. I don't know what he laced them with but — I've been tripping al day.,i bought some shoes from a drug dealer the other day . i don't know what he laced them with but i've been tripping al day .,27,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
149514,34b814498b6c0afc2fa5423517329206d6510166,"I bought some shoes from a drug dealer — I'm not sure what he laced them with, but I've been tripping all day","i bought some shoes from a drug dealer i'm not sure what he laced them with , but i've been tripping all day",23,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
155561,36d3e5ec5e2d14ebf4da98579401f7a2b8027964,"I bought some shoes from a drug dealer, I don't know what they're laced with but I've been tripping all day...","i bought some shoes from a drug dealer , i don't know what they're laced with but i've been tripping all day ...",23,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
159447,38350508c19238eaef2d9697a2fbee5ef4ada015,I borrowed my drug dealer's shoes recently I dont know what he laced them with but I've been tripping all day.,i borrowed my drug dealer's shoes recently i dont know what he laced them with but i've been tripping all day .,22,"drug, shoe, dealer","dealer, drug, shoe","dealer, drug, shoe",183
163518,39a87055b4af456c6d9c33f59235a8a8fe28fcd6,"Bought some shoes from a drug dealer. I don't know what he laced them with, but I've been tripping all day.","bought some shoes from a drug dealer . i don't know what he laced them with , but i've been tripping all day .",24,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
168907,3b920319349efc80245392cfccfa94a3ce8766ce,"So I bought some shoes from a drug dealer... I don't know what he laced them with, but I've been trippin' all day!","so i bought some shoes from a drug dealer ...  i don't know what he laced them with , but i've been trippin'all day !",25,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
169738,3bddef7ab815ed17e947ebe11739474a8f15a2bd,I bought some shoes from a drug dealer today — Not sure what he laced them with but I've been tripping all day,i bought some shoes from a drug dealer today not sure what he laced them with but i've been tripping all day,22,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
169827,3be5f6080deba579ec14a84777cff7fa704f3ffa,I bought some shoes from a drug dealer I am not sure what they were laced with but I have been tripping all day,i bought some shoes from a drug dealer i am not sure what they were laced with but i have been tripping all day,24,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
170540,3c277ad7761c1d2adaf51060d3e833ba800b4a63,"So I got these shoes from a drug dealer, I don't know what he laced them with but I've been tripping all day","so i got these shoes from a drug dealer , i don't know what he laced them with but i've been tripping all day",24,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
171341,3c706c2ea4af5d2fe6188d4255698fb747b74b14,"I bought shoes from my drug dealer. I'm not sure what they're laced with, but I've been tripping all day.","i bought shoes from my drug dealer . i'm not sure what they're laced with , but i've been tripping all day .",23,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
173773,3d4a8be5f9e96e79737ab7cd985cde33ebce2415,I bought some shoes... I bought some shoes from a drug dealer. I don't know what he laced them with but I've been trippin' all day.,i bought some shoes ...  i bought some shoes from a drug dealer . i don't know what he laced them with but i've been trippin'all day .,28,"shoe, drug, dealer","shoe, dealer, drug","dealer, drug, shoe",183
173864,3d524d387cccf8d08af80385cdb3447f1af54b47,I bought some shoes off of a drug dealer. I don't know what he laced them with but I've been trippin' all day.,i bought some shoes off of a drug dealer . i don't know what he laced them with but i've been trippin'all day .,24,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
178864,3f118bc4188a7e20d04844dd67a33934a25edbfa,"I just bought shoes from a drug dealer... ... I don't know what he laced them with, but I've been tripping all day.","i just bought shoes from a drug dealer ...  i don't know what he laced them with , but i've been tripping all day .",25,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
180533,3fa8f0992bfe793fd2816fb8c29270c4f45f1dc3,I bought some shoes from a drug dealer I don't know what he laced them with? but I have been tripping all day!,i bought some shoes from a drug dealer i don't know what he laced them with ? but i have been tripping all day !,25,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
181607,400623d7bf7efb3e3da1254dbbd175e4f682a82a,"I bought shoes from my drug dealer today I don't know what he laced them with, but I've been tripping all day.","i bought shoes from my drug dealer today i don't know what he laced them with , but i've been tripping all day .",24,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
190649,4334819029855fcf7632843c64f42fd768ce628c,I bought some shoes from a drug dealer today. I don't know what he laced them with but I was tripping all day.,i bought some shoes from a drug dealer today . i don't know what he laced them with but i was tripping all day .,25,"shoe, drug, dealer","dealer, shoe, drug","dealer, drug, shoe",183
