combo,batch_prompt,joke_text,model_version
"line, punch","Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [line, punch].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.","I told my therapist I keep having dreams about standing in a long line. She said, “That’s just your subconscious trying to get you to the punch.”",Qwen3-30B-A3B
"line, punch","Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [line, punch].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.","My dog tried to join a comedy club. He was rejected—apparently, his puns were too *paws-itively* bad.",Qwen3-30B-A3B
"line, punch","Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [line, punch].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.","I asked my friend if he wanted to hear a joke about a line. He said, “Only if it ends with a punch.” I said, “You’re already in the punch.”",Qwen3-30B-A3B
"line, punch","Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [line, punch].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.","Why did the man break up with the line? It was always on the verge of something, but never delivered the punch.",Qwen3-30B-A3B
"line, punch","Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [line, punch].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.","I walked into a bar and saw a line of people waiting for a punch. I said, “I’m not here for the drink—I’m here for the *punchline*!”",Qwen3-30B-A3B
"line, punch","Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [line, punch].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.",My alarm clock has a great sense of humor—it goes off every morning with a perfect *punch*.,Qwen3-30B-A3B
"line, punch","Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [line, punch].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.",I once dated a guy who was great at making me laugh—until he started giving me emotional *lines* without any *punch*.,Qwen3-30B-A3B
"line, punch","Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [line, punch].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.","I tried to start a band called ""The Line."" We only had one song: “We’ll never reach the punch.”",Qwen3-30B-A3B
"line, punch","Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [line, punch].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.","A line walked into a bar. The bartender said, “Sorry, we don’t serve lines here—only punch.”",Qwen3-30B-A3B
"line, punch","Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [line, punch].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.",My stand-up routine bombed because I kept setting up jokes with a line and then forgetting the punch. My audience just stood there… waiting.,Qwen3-30B-A3B
"line, punch","Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [line, punch].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.",I told my wife she drew her eyebrows too high. She looked surprised—then gave me a *punch* in the face.,Qwen3-30B-A3B
"line, punch","Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [line, punch].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.",I joined a gym where the workout was just standing in a line and doing nothing. They called it “Punch Resistance Training.”,Qwen3-30B-A3B
