combo,batch_prompt,joke_text,model_version
boat,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [boat].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.","I told my boat I was feeling down, and it said, “Don’t worry, I’ve got your back—literally.”",Qwen3-30B-A3B
boat,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [boat].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.","My boat has a built-in GPS, but it still gets lost in my garage.",Qwen3-30B-A3B
boat,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [boat].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.","I asked my boat if it wanted to go on a date. It said, “Only if you promise not to bring any anchors.”",Qwen3-30B-A3B
boat,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [boat].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.",My boat once broke up with me because I kept calling it “afloat” instead of “a-float.”,Qwen3-30B-A3B
boat,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [boat].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.","I tried to teach my boat to swim—it just said, “I’m already floating, genius.”",Qwen3-30B-A3B
boat,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [boat].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.","My boat is so lazy, it refuses to move unless I offer it a snack.",Qwen3-30B-A3B
boat,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [boat].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.","I told my boat I loved it, and it replied, “That’s sweet, but don’t get too close—I’m not waterproof… emotionally.”",Qwen3-30B-A3B
boat,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [boat].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.",My boat doesn’t like loud noises—it says they “disturb its inner peace.”,Qwen3-30B-A3B
boat,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [boat].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.","I offered my boat a job as a life coach, but it declined. “Too many people already have their lives on the rocks,” it said.",Qwen3-30B-A3B
boat,"Write exactly 50 distinct, hilarious, and creative short jokes that naturally use the following concept/nouns: [boat].
Format: Output a numbered list from 1 to 50.
Constraints: No intro, no outro, no explanations. Just the jokes.","My boat started therapy after realizing it had trust issues—turns out, it was abandoned by its first owner at a marina.",Qwen3-30B-A3B
